Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2010-11-30,3.85,3.88,3.85,3.88
2010-12-31,3.89,3.95,3.89,3.95
2011-01-31,3.94,4.09,3.94,4.09
2011-02-28,4.08,4.15,4.08,4.15
2011-03-31,4.16,4.19,4.16,4.19
2011-04-30,4.2,4.3,4.2,4.3
2011-05-31,4.3,4.46,4.3,4.45
2011-06-30,4.45,4.71,4.45,4.69
2011-07-31,4.7,4.71,4.69,4.71
2011-08-31,4.71,4.73,4.71,4.72
2011-09-30,4.72,4.76,4.72,4.76
2011-10-31,4.76,4.91,4.75,4.91
2011-11-30,4.92,4.97,4.91,4.97
2011-12-31,4.97,4.99,4.97,4.99
2012-01-31,4.99,5,4.97,4.99
2012-02-29,4.99,4.99,4.96,4.96
2012-03-31,4.96,4.96,4.94,4.94
2012-04-30,4.94,4.95,4.94,4.95
2012-05-31,4.94,5.11,4.94,5.11
2012-06-30,5.11,5.13,5.11,5.13
2012-07-31,5.13,5.14,5.11,5.11
2012-08-31,5.11,5.12,4.99,4.99
2012-09-30,4.98,4.98,4.92,4.92
2012-10-31,4.92,4.92,4.73,4.73
2012-11-30,4.72,4.72,4.49,4.49
2012-12-31,4.46,4.46,4.11,4.11
2013-01-31,4.1,4.1,3.95,3.95
2013-02-28,3.94,3.94,3.73,3.73
2013-03-31,3.73,3.73,3.39,3.39
2013-04-30,3.38,3.38,3.08,3.08
2013-05-31,3.07,3.07,2.74,2.74
2013-06-30,2.74,2.76,2.73,2.73
2013-07-31,2.72,2.72,2.69,2.7
2013-08-31,2.7,2.71,2.69,2.7
2013-09-30,2.71,2.71,2.67,2.67
2013-10-31,2.67,2.68,2.66,2.66
2013-11-30,2.66,2.66,2.65,2.65
2013-12-31,2.65,2.71,2.65,2.71
2014-01-31,2.7,2.71,2.7,2.71
2014-02-28,2.71,2.71,2.71,2.71
2014-03-31,2.71,2.71,2.71,2.71
2014-04-30,2.71,2.72,2.71,2.72
2014-05-31,2.72,2.72,2.72,2.72
2014-06-30,2.72,2.72,2.68,2.68
2014-07-31,2.68,2.68,2.67,2.67
2014-08-31,2.67,2.67,2.59,2.59
2014-09-30,2.58,2.58,2.28,2.28
2014-10-31,2.27,2.27,1.96,1.96
2014-11-30,1.95,2.06,1.94,2.06
2014-12-31,2.06,2.06,2.06,2.06
2015-01-31,2.06,2.06,2,2
2015-02-28,1.99,1.99,1.81,1.81
2015-03-31,1.81,1.81,1.65,1.65
2015-04-30,1.65,1.65,1.65,1.65
2015-05-31,1.65,1.68,1.65,1.68
2015-06-30,1.68,1.72,1.68,1.72
2015-07-31,1.72,1.72,1.72,1.72
2015-08-31,1.72,1.72,1.72,1.72
2015-09-30,1.72,1.73,1.72,1.73
2015-10-31,1.73,1.73,1.73,1.73
2015-11-30,1.73,1.73,1.73,1.73
2015-12-31,1.73,1.73,1.72,1.72
2016-01-31,1.72,1.72,1.7,1.7
2016-02-29,1.7,1.7,1.68,1.68
2016-03-31,1.68,1.68,1.67,1.67
2016-04-30,1.67,1.67,1.67,1.67
2016-05-31,1.67,1.68,1.67,1.68
2016-06-30,1.68,1.71,1.68,1.71
2016-07-31,1.71,1.71,1.71,1.71
2016-08-31,1.71,1.71,1.71,1.71
2016-09-30,1.71,1.71,1.71,1.71
2016-10-31,1.71,1.72,1.71,1.72
2016-11-30,1.72,1.73,1.72,1.73
2016-12-31,1.73,1.73,1.73,1.73
2017-01-31,1.73,1.73,1.73,1.73
2017-02-28,1.73,1.73,1.73,1.73
2017-03-31,1.73,1.73,1.73,1.73
2017-04-30,1.73,1.73,1.73,1.73
2017-05-31,1.73,1.73,1.73,1.73
2017-06-30,1.73,1.73,1.73,1.73
2017-07-31,1.73,1.73,1.73,1.73
2017-08-31,1.73,1.73,1.73,1.73
2017-09-30,1.73,1.73,1.73,1.73
2017-10-31,1.73,1.73,1.73,1.73
2017-11-30,1.73,1.73,1.73,1.73
2017-12-31,1.73,1.73,1.72,1.72
2018-01-31,1.72,1.72,1.72,1.72
2018-02-28,1.72,1.72,1.72,1.72
2018-03-31,1.72,1.72,1.7,1.7
2018-04-30,1.7,1.7,1.7,1.7
2018-05-31,1.7,1.7,1.7,1.7
2018-06-30,1.7,1.7,1.7,1.7
2018-07-31,1.7,1.7,1.7,1.7
2018-08-31,1.7,1.71,1.7,1.71
2018-09-30,1.71,1.72,1.71,1.72
2018-10-31,1.72,1.72,1.72,1.72
2018-11-30,1.72,1.72,1.72,1.72
2018-12-31,1.72,1.72,1.72,1.72
2019-01-31,1.72,1.72,1.72,1.72
2019-02-28,1.72,1.72,1.72,1.72
2019-03-31,1.72,1.72,1.72,1.72
2019-04-30,1.72,1.72,1.72,1.72
2019-05-31,1.72,1.72,1.72,1.72
2019-06-30,1.72,1.72,1.72,1.72
2019-07-31,1.72,1.72,1.72,1.72
2019-08-31,1.72,1.72,1.72,1.72
2019-09-30,1.72,1.72,1.72,1.72
2019-10-31,1.72,1.72,1.71,1.71
2019-11-30,1.71,1.71,1.71,1.71
2019-12-31,1.71,1.71,1.7,1.71
2020-01-31,1.71,1.71,1.71,1.71
2020-02-29,1.71,1.71,1.71,1.71
2020-03-31,1.71,1.71,1.17,1.17
2020-04-30,1.17,1.17,0.68,0.68
2020-05-31,0.68,0.68,0.28,0.28
2020-06-30,0.28,0.28,0.26,0.26
2020-07-31,0.26,0.26,0.23,0.23
2020-08-31,0.23,0.23,0.23,0.23
2020-09-30,0.23,0.23,0.22,0.22
2020-10-31,0.22,0.22,0.22,0.22
2020-11-30,0.22,0.22,0.22,0.22
2020-12-31,0.22,0.22,0.21,0.21
2021-01-31,0.21,0.21,0.21,0.21
2021-02-28,0.21,0.21,0.21,0.21
2021-03-31,0.21,0.21,0.21,0.21
2021-04-30,0.21,0.21,0.21,0.21
2021-05-31,0.21,0.21,0.21,0.21
2021-06-30,0.21,0.21,0.21,0.21
2021-07-31,0.21,0.21,0.21,0.21
2021-08-31,0.21,0.23,0.21,0.23
2021-09-30,0.23,0.24,0.23,0.23
2021-10-31,0.24,0.74,0.24,0.74
2021-11-30,0.78,2.06,0.78,2.06
2021-12-31,2.11,2.54,2.11,2.54
2022-01-31,2.56,3.02,2.56,3.02
2022-02-28,3.04,3.65,3.04,3.65
2022-03-31,3.67,4.77,3.67,4.77
2022-04-30,4.84,6.05,4.84,6.05
2022-05-31,6.14,6.59,6.14,6.59
2022-06-30,6.61,7.05,6.61,7.05
2022-07-31,7.05,7.14,6.99,7.01
2022-08-31,7.01,7.11,7.01,7.11
2022-09-30,7.14,7.21,7.14,7.21
2022-10-31,7.28,7.51,7.19,7.51
2022-11-30,7.53,7.61,7.28,7.28
2022-12-31,7.25,7.25,7.02,7.02
2023-01-31,7.01,7.01,6.91,6.95
2023-02-28,6.95,6.96,6.91,6.94
2023-03-31,6.94,6.95,6.89,6.89
2023-04-30,6.9,6.9,6.9,6.9
2023-05-31,6.9,6.9,6.89,6.9
2023-06-30,6.9,6.9,6.9,6.9
2023-07-31,6.9,6.9,6.72,6.76
2023-08-31,6.72,6.74,6.65,6.65
2023-09-30,6.67,6.67,5.77,5.77
2023-10-31,5.74,5.74,5.64,5.66
2023-11-30,5.64,5.84,5.62,5.83
2023-12-31,5.84,5.88,5.82,5.88
2024-01-31,5.89,5.89,5.86,5.86
2024-02-29,5.86,5.88,5.85,5.86
2024-03-31,5.85,5.88,5.85,5.88
2024-04-30,5.86,5.88,5.86,5.86
2024-05-31,5.86,5.86,5.85,5.85
2024-06-30,5.85,5.86,5.85,5.85
2024-07-31,5.85,5.87,5.85,5.86
2024-08-31,5.85,5.86,5.85,5.85
2024-09-30,5.85,5.87,5.85,5.85
2024-10-31,5.84,5.87,5.84,5.85
2024-11-30,5.82,5.85,5.82,5.85
2024-12-31,5.85,5.87,5.84,5.84
2025-01-31,5.82,5.88,5.8,5.86
2025-02-28,5.85,5.91,5.84,5.86
2025-03-31,5.86,5.87,5.84,5.84
2025-04-30,5.85,5.85,5.4,5.41
2025-05-31,5.36,5.36,5.19,5.22
2025-06-30,5.19,5.24,5.19,5.23
2025-07-31,5.24,5.24,4.93,4.93
2025-08-31,4.93,4.94,4.81,4.82
2025-09-30,4.82,4.82,4.72,4.72
2025-10-31,4.7,4.7,4.46,4.46
2025-11-30,4.41,4.41,4.2,4.22
2025-12-31,4.2,4.2,3.99,3.99
2026-01-31,3.97,3.98,3.9,3.9
2026-02-28,3.9,3.91,3.8,3.8
2026-03-31,3.81,3.86,3.76,3.85
2026-04-30,3.85,3.85,3.84,3.85
