Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1998-12-31,17.39,17.39,16.1,16.1
1999-01-31,15.99,15.99,13.58,13.58
1999-02-28,13.5,13.5,13.32,13.32
1999-03-31,13.34,13.42,13.32,13.35
1999-04-30,13.36,13.39,13.33,13.36
1999-05-31,13.35,13.39,13.33,13.35
1999-06-30,13.36,13.36,13.33,13.33
1999-07-31,13.33,13.38,13.32,13.35
1999-08-31,13.35,13.55,13.35,13.36
1999-09-30,13.36,15.03,13.34,15.03
1999-10-31,14.76,16.07,14.39,15.07
1999-11-30,15.07,19.14,14.97,19.01
1999-12-31,19.25,21.77,19.25,20.52
2000-01-31,17,17.75,16.88,17.41
2000-02-29,17.11,18.27,17.04,18.27
2000-03-31,18.29,18.29,18,18.1
2000-04-30,18.11,18.35,18.07,18.2
2000-05-31,18.2,18.67,17.99,18.03
2000-06-30,18.03,18.34,18.02,18.05
2000-07-31,18.05,18.12,18,18.01
2000-08-31,18,19.48,17.97,19.48
2000-09-30,19.48,19.48,19.3,19.36
2000-10-31,19.36,19.77,19.32,19.6
2000-11-30,19.6,20.57,19.42,19.75
2000-12-31,19.99,20.01,19.54,19.54
2001-01-31,19.49,19.59,19.37,19.39
2001-02-28,19.36,19.49,19.02,19.02
2001-03-31,18.61,18.65,17.41,17.41
2001-04-30,17.42,17.59,17.22,17.45
2001-05-31,17.45,17.81,17.36,17.5
2001-06-30,17.53,17.74,16.05,16.05
2001-07-31,16.13,16.85,15.76,15.76
2001-08-31,15.94,15.94,15.29,15.29
2001-09-30,15.1,15.32,14.62,15.03
2001-10-31,15.01,15.1,14.12,14.33
2001-11-30,14.85,16.15,12.47,12.47
2001-12-31,12.11,13.43,11.97,12.08
2002-01-31,12.02,12.35,11.44,11.44
2002-02-28,11.43,11.78,10.32,10.39
2002-03-31,10.21,11.01,10.21,10.58
2002-04-30,10.54,10.63,10.2,10.2
2002-05-31,10.19,10.22,9.71,9.74
2002-06-30,9.82,9.84,9.26,9.26
2002-07-31,9.11,9.23,8.76,8.88
2002-08-31,8.81,8.94,8.43,8.43
2002-09-30,8.43,8.44,7.83,7.83
2002-10-31,7.77,7.77,7.18,7.18
2002-11-30,7.21,7.23,6.78,6.97
2002-12-31,6.86,7.52,6.81,6.98
2003-01-31,6.89,6.89,6.64,6.64
2003-02-28,6.65,6.69,6.32,6.36
2003-03-31,6.33,6.35,6.14,6.15
2003-04-30,6.13,6.23,5.83,5.83
2003-05-31,5.85,5.86,5.6,5.6
2003-06-30,5.6,5.61,5.32,5.32
2003-07-31,5.31,5.41,5.29,5.32
2003-08-31,5.3,5.31,5.16,5.31
2003-09-30,5.34,5.34,5.19,5.25
2003-10-31,5.29,5.64,5.29,5.59
2003-11-30,5.45,5.54,5.35,5.54
2003-12-31,5.61,5.81,5.36,5.41
2004-01-31,5.35,5.49,5.3,5.39
2004-02-29,5.45,5.45,5.33,5.38
2004-03-31,5.4,5.42,5.34,5.39
2004-04-30,5.41,5.69,5.41,5.69
2004-05-31,5.8,6.01,5.6,5.7
2004-06-30,5.6,5.75,5.39,5.75
2004-07-31,5.94,6.15,5.89,6.15
2004-08-31,6.15,6.77,6.13,6.66
2004-09-30,6.7,6.94,6.7,6.7
2004-10-31,6.72,6.72,6.64,6.66
2004-11-30,6.67,6.75,6.64,6.71
2004-12-31,6.71,6.93,6.62,6.66
2005-01-31,6.62,6.65,6.6,6.61
2005-02-28,6.6,6.6,6.45,6.45
2005-03-31,6.45,6.6,6.14,6.14
2005-04-30,6.14,6.14,5.6,5.6
2005-05-31,5.59,5.59,5.5,5.54
2005-06-30,5.46,5.48,5.08,5.08
2005-07-31,5.05,5.05,4.75,4.79
2005-08-31,4.78,4.82,4.68,4.68
2005-09-30,4.59,4.62,4.5,4.6
2005-10-31,4.6,4.62,4.59,4.62
2005-11-30,4.63,4.64,4.6,4.6
2005-12-31,4.62,4.62,4.56,4.6
2006-01-31,4.6,4.6,4.4,4.4
2006-02-28,4.35,4.36,4.21,4.22
2006-03-31,4.14,4.15,4.13,4.15
2006-04-30,4.16,4.16,4.11,4.12
2006-05-31,4.13,4.14,4.11,4.11
2006-06-30,4.12,4.14,4.1,4.12
2006-07-31,4.12,4.12,4.11,4.12
2006-08-31,4.14,4.15,4.11,4.12
2006-09-30,4.12,4.14,4.12,4.13
2006-10-31,4.14,4.16,4.12,4.13
2006-11-30,4.13,4.13,4.12,4.13
2006-12-31,4.13,4.13,4.11,4.12
2007-01-31,4.12,4.13,4.11,4.13
2007-02-28,4.12,4.12,4.11,4.12
2007-03-31,4.12,4.15,4.12,4.15
2007-04-30,4.15,4.39,4.15,4.39
2007-05-31,4.39,4.41,4.39,4.4
2007-06-30,4.39,4.64,4.39,4.64
2007-07-31,4.65,4.71,4.65,4.69
2007-08-31,4.7,4.91,4.7,4.91
2007-09-30,4.93,4.98,4.93,4.95
2007-10-31,4.95,5.02,4.95,5.02
2007-11-30,5,5.48,5,5.48
2007-12-31,5.54,5.67,5.54,5.57
2008-01-31,5.41,5.45,5.41,5.44
2008-02-29,5.44,5.72,5.44,5.72
2008-03-31,5.74,6,5.74,6
2008-04-30,6.02,6.17,6.02,6.17
2008-05-31,6.16,6.21,6.16,6.21
2008-06-30,6.21,6.29,6.21,6.29
2008-07-31,6.31,6.32,6.23,6.24
2008-08-31,6.25,6.27,6.24,6.25
2008-09-30,6.25,6.42,6.25,6.42
2008-10-31,6.47,6.59,6.47,6.55
2008-11-30,6.55,6.55,6.31,6.31
2008-12-31,6.31,6.32,5.57,5.61
2009-01-31,5.59,5.59,4.56,4.56
2009-02-28,4.49,4.49,4.2,4.2
2009-03-31,4.2,4.2,3.67,3.7
2009-04-30,3.69,3.69,3.6,3.69
2009-05-31,3.71,4.04,3.71,4.01
2009-06-30,4.01,4.01,3.78,3.78
2009-07-31,3.78,3.78,3.53,3.55
2009-08-31,3.54,3.55,3.49,3.52
2009-09-30,3.52,3.54,3.51,3.53
2009-10-31,3.54,3.54,3.51,3.52
2009-11-30,3.52,3.55,3.52,3.54
2009-12-31,3.53,3.77,3.53,3.76
2010-01-31,3.71,3.71,3.62,3.62
2010-02-28,3.63,3.64,3.61,3.63
2010-03-31,3.62,3.63,3.61,3.63
2010-04-30,3.62,3.62,3.6,3.61
2010-05-31,3.61,3.63,3.61,3.62
2010-06-30,3.63,3.64,3.62,3.64
2010-07-31,3.64,3.64,3.6,3.6
2010-08-31,3.6,3.61,3.6,3.6
2010-09-30,3.61,3.61,3.6,3.61
2010-10-31,3.61,3.62,3.6,3.62
2010-11-30,3.61,3.61,3.6,3.61
2010-12-31,3.63,3.66,3.62,3.66
2011-01-31,3.65,3.85,3.65,3.85
2011-02-28,3.85,3.89,3.85,3.89
2011-03-31,3.89,3.92,3.89,3.92
2011-04-30,3.93,4.1,3.93,4.1
2011-05-31,4.1,4.36,4.1,4.36
2011-06-30,4.36,4.62,4.35,4.62
2011-07-31,4.62,4.62,4.61,4.62
2011-08-31,4.61,4.62,4.61,4.61
2011-09-30,4.61,4.64,4.61,4.64
2011-10-31,4.64,4.71,4.64,4.71
2011-11-30,4.72,4.75,4.71,4.75
2011-12-31,4.75,4.77,4.75,4.77
2012-01-31,4.77,4.77,4.75,4.75
2012-02-29,4.75,4.75,4.74,4.74
2012-03-31,4.74,4.74,4.71,4.72
2012-04-30,4.71,4.72,4.71,4.72
2012-05-31,4.71,4.92,4.71,4.92
2012-06-30,4.92,4.92,4.91,4.91
2012-07-31,4.91,4.92,4.91,4.91
2012-08-31,4.91,4.91,4.9,4.9
2012-09-30,4.9,4.9,4.89,4.9
2012-10-31,4.9,4.9,4.77,4.77
2012-11-30,4.76,4.76,4.51,4.51
2012-12-31,4.49,4.49,4.21,4.21
2013-01-31,4.2,4.2,4.03,4.03
2013-02-28,4.01,4.01,3.8,3.8
2013-03-31,3.8,3.8,3.38,3.39
2013-04-30,3.38,3.38,3.25,3.25
2013-05-31,3.24,3.24,3.01,3.01
2013-06-30,3,3,2.78,2.78
2013-07-31,2.75,2.75,2.63,2.63
2013-08-31,2.63,2.63,2.61,2.61
2013-09-30,2.61,2.61,2.59,2.59
2013-10-31,2.6,2.6,2.59,2.6
2013-11-30,2.6,2.6,2.59,2.6
2013-12-31,2.6,2.61,2.6,2.61
2014-01-31,2.62,2.62,2.6,2.61
2014-02-28,2.61,2.61,2.61,2.61
2014-03-31,2.61,2.61,2.61,2.61
2014-04-30,2.61,2.62,2.61,2.62
2014-05-31,2.62,2.62,2.62,2.62
2014-06-30,2.62,2.62,2.6,2.61
2014-07-31,2.61,2.61,2.6,2.6
2014-08-31,2.6,2.6,2.59,2.59
2014-09-30,2.58,2.58,2.4,2.4
2014-10-31,2.4,2.4,2,2
2014-11-30,1.98,2.08,1.95,2.08
2014-12-31,2.08,2.08,2.08,2.08
2015-01-31,2.08,2.08,2.01,2.01
2015-02-28,2.01,2.01,1.89,1.89
2015-03-31,1.87,1.87,1.64,1.64
2015-04-30,1.64,1.64,1.63,1.63
2015-05-31,1.63,1.65,1.63,1.65
2015-06-30,1.65,1.66,1.65,1.66
2015-07-31,1.66,1.66,1.66,1.66
2015-08-31,1.66,1.66,1.66,1.66
2015-09-30,1.66,1.67,1.66,1.67
2015-10-31,1.67,1.67,1.67,1.67
2015-11-30,1.67,1.67,1.67,1.67
2015-12-31,1.67,1.67,1.65,1.65
2016-01-31,1.65,1.65,1.6,1.6
2016-02-29,1.6,1.6,1.56,1.56
2016-03-31,1.56,1.56,1.56,1.56
2016-04-30,1.56,1.57,1.56,1.57
2016-05-31,1.57,1.59,1.57,1.59
2016-06-30,1.6,1.65,1.6,1.65
2016-07-31,1.65,1.65,1.65,1.65
2016-08-31,1.65,1.65,1.65,1.65
2016-09-30,1.65,1.65,1.65,1.65
2016-10-31,1.65,1.66,1.65,1.66
2016-11-30,1.66,1.66,1.66,1.66
2016-12-31,1.66,1.66,1.66,1.66
2017-01-31,1.66,1.66,1.66,1.66
2017-02-28,1.66,1.66,1.66,1.66
2017-03-31,1.66,1.66,1.66,1.66
2017-04-30,1.66,1.66,1.66,1.66
2017-05-31,1.66,1.66,1.66,1.66
2017-06-30,1.66,1.66,1.66,1.66
2017-07-31,1.66,1.66,1.66,1.66
2017-08-31,1.66,1.66,1.66,1.66
2017-09-30,1.66,1.66,1.66,1.66
2017-10-31,1.66,1.66,1.66,1.66
2017-11-30,1.66,1.66,1.66,1.66
2017-12-31,1.66,1.66,1.65,1.65
2018-01-31,1.65,1.65,1.65,1.65
2018-02-28,1.65,1.65,1.65,1.65
2018-03-31,1.65,1.65,1.64,1.64
2018-04-30,1.64,1.64,1.64,1.64
2018-05-31,1.64,1.64,1.64,1.64
2018-06-30,1.64,1.64,1.64,1.64
2018-07-31,1.64,1.64,1.64,1.64
2018-08-31,1.64,1.64,1.64,1.64
2018-09-30,1.64,1.64,1.64,1.64
2018-10-31,1.64,1.64,1.64,1.64
2018-11-30,1.64,1.64,1.64,1.64
2018-12-31,1.64,1.64,1.64,1.64
2019-01-31,1.64,1.64,1.64,1.64
2019-02-28,1.64,1.64,1.64,1.64
2019-03-31,1.64,1.64,1.64,1.64
2019-04-30,1.64,1.64,1.64,1.64
2019-05-31,1.64,1.64,1.64,1.64
2019-06-30,1.64,1.64,1.64,1.64
2019-07-31,1.64,1.64,1.64,1.64
2019-08-31,1.64,1.64,1.64,1.64
2019-09-30,1.64,1.64,1.63,1.63
2019-10-31,1.63,1.64,1.63,1.63
2019-11-30,1.63,1.63,1.63,1.63
2019-12-31,1.63,1.63,1.63,1.63
2020-01-31,1.63,1.63,1.63,1.63
2020-02-29,1.63,1.63,1.63,1.63
2020-03-31,1.63,1.63,1.14,1.14
2020-04-30,1.14,1.15,0.64,0.64
2020-05-31,0.64,0.64,0.24,0.24
2020-06-30,0.24,0.24,0.23,0.23
2020-07-31,0.23,0.23,0.21,0.21
2020-08-31,0.21,0.21,0.2,0.2
2020-09-30,0.2,0.2,0.2,0.2
2020-10-31,0.2,0.2,0.2,0.2
2020-11-30,0.2,0.2,0.2,0.2
2020-12-31,0.2,0.2,0.2,0.2
2021-01-31,0.2,0.2,0.19,0.19
2021-02-28,0.19,0.19,0.18,0.19
2021-03-31,0.19,0.19,0.18,0.18
2021-04-30,0.18,0.18,0.18,0.18
2021-05-31,0.18,0.18,0.18,0.18
2021-06-30,0.18,0.18,0.17,0.18
2021-07-31,0.18,0.18,0.18,0.18
2021-08-31,0.18,0.18,0.18,0.18
2021-09-30,0.18,0.18,0.18,0.18
2021-10-31,0.18,0.61,0.18,0.61
2021-11-30,0.64,1.7,0.64,1.7
2021-12-31,1.8,2.23,1.8,2.23
2022-01-31,2.27,2.63,2.27,2.63
2022-02-28,2.65,3.14,2.65,3.14
2022-03-31,3.2,4.12,3.2,4.12
2022-04-30,4.21,5.26,4.21,5.26
2022-05-31,5.37,5.89,5.34,5.89
2022-06-30,5.91,6.59,5.91,6.59
2022-07-31,6.59,6.82,6.59,6.75
2022-08-31,6.74,7.01,6.74,7.01
2022-09-30,7.02,7.11,6.95,7.11
2022-10-31,7.14,7.22,6.99,7.15
2022-11-30,7.14,7.16,6.92,6.94
2022-12-31,7.03,7.03,6.93,6.93
2023-01-31,6.92,6.94,6.84,6.86
2023-02-28,6.86,6.92,6.86,6.89
2023-03-31,6.87,6.9,6.83,6.84
2023-04-30,6.84,6.87,6.84,6.86
2023-05-31,6.84,6.9,6.82,6.83
2023-06-30,6.82,6.89,6.82,6.86
2023-07-31,6.87,6.9,6.81,6.81
2023-08-31,6.85,6.85,6.76,6.78
2023-09-30,6.79,6.79,6.04,6.04
2023-10-31,6.02,6.02,5.78,5.8
2023-11-30,5.76,5.87,5.73,5.83
2023-12-31,5.84,5.86,5.8,5.8
2024-01-31,5.85,5.89,5.77,5.84
2024-02-29,5.82,5.85,5.79,5.83
2024-03-31,5.84,5.88,5.82,5.83
2024-04-30,5.83,5.86,5.8,5.86
2024-05-31,5.86,5.89,5.83,5.85
2024-06-30,5.84,5.86,5.82,5.84
2024-07-31,5.82,5.87,5.8,5.85
2024-08-31,5.83,5.87,5.82,5.83
2024-09-30,5.79,5.85,5.79,5.82
2024-10-31,5.81,5.88,5.73,5.85
2024-11-30,5.83,5.85,5.75,5.82
2024-12-31,5.78,5.87,5.78,5.82
2025-01-31,5.82,5.87,5.75,5.83
2025-02-28,5.83,5.89,5.75,5.85
2025-03-31,5.86,5.9,5.82,5.85
2025-04-30,5.86,5.87,5.63,5.63
2025-05-31,5.59,5.59,5.33,5.34
2025-06-30,5.34,5.38,5.31,5.35
2025-07-31,5.33,5.38,5.07,5.09
2025-08-31,5.1,5.1,4.94,4.99
2025-09-30,4.91,4.91,4.81,4.81
2025-10-31,4.82,4.84,4.52,4.52
2025-11-30,4.45,4.5,4.3,4.3
2025-12-31,4.22,4.26,4.04,4.04
2026-01-31,4.04,4.07,4,4.02
2026-02-28,4.02,4.04,3.9,3.9
2026-03-31,3.92,3.93,3.77,3.81
2026-04-30,3.81,3.82,3.77,3.81
